Date,Adj Close,Close,High,Low,Open,Volume
2025-11-19,27.663013458251953,29.1200008392334,29.1200008392334,29.1200008392334,29.1200008392334,0
2025-11-20,27.1500301361084,28.579999923706055,28.579999923706055,28.579999923706055,28.579999923706055,0
2025-11-21,27.28302574157715,28.719999313354492,28.719999313354492,28.719999313354492,28.719999313354492,0
2025-11-24,27.79600715637207,29.260000228881836,29.260000228881836,29.260000228881836,29.260000228881836,0
2025-11-25,28.042999267578125,29.520000457763672,29.520000457763672,29.520000457763672,29.520000457763672,0
2025-11-26,28.223491668701172,29.709999084472656,29.709999084472656,29.709999084472656,29.709999084472656,0
2025-11-28,28.31848907470703,29.809999465942383,29.809999465942383,29.809999465942383,29.809999465942383,0
2025-12-01,28.175992965698242,29.65999984741211,29.65999984741211,29.65999984741211,29.65999984741211,0
2025-12-02,28.384984970092773,29.8799991607666,29.8799991607666,29.8799991607666,29.8799991607666,0
2025-12-03,28.45148468017578,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0
2025-12-04,28.62247657775879,30.1299991607666,30.1299991607666,30.1299991607666,30.1299991607666,0
2025-12-05,28.70797348022461,30.219999313354492,30.219999313354492,30.219999313354492,30.219999313354492,0
2025-12-08,28.460983276367188,29.959999084472656,29.959999084472656,29.959999084472656,29.959999084472656,0
2025-12-09,28.441984176635742,29.940000534057617,29.940000534057617,29.940000534057617,29.940000534057617,0
2025-12-10,28.5844783782959,30.09000015258789,30.09000015258789,30.09000015258789,30.09000015258789,0
2025-12-11,28.441984176635742,29.940000534057617,29.940000534057617,29.940000534057617,29.940000534057617,0
2025-12-12,28.308988571166992,29.799999237060547,29.799999237060547,29.799999237060547,29.799999237060547,0
2025-12-15,28.31848907470703,29.809999465942383,29.809999465942383,29.809999465942383,29.809999465942383,0
2025-12-16,28.460983276367188,29.959999084472656,29.959999084472656,29.959999084472656,29.959999084472656,0
2025-12-17,27.986000061035156,29.459999084472656,29.459999084472656,29.459999084472656,29.459999084472656,0
2025-12-18,29.1299991607666,29.1299991607666,29.1299991607666,29.1299991607666,29.1299991607666,0
2025-12-19,29.489999771118164,29.489999771118164,29.489999771118164,29.489999771118164,29.489999771118164,0
2025-12-22,29.729999542236328,29.729999542236328,29.729999542236328,29.729999542236328,29.729999542236328,0
2025-12-23,29.899999618530273,29.899999618530273,29.899999618530273,29.899999618530273,29.899999618530273,0
2025-12-24,29.969999313354492,29.969999313354492,29.969999313354492,29.969999313354492,29.969999313354492,0
2025-12-26,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,0
2025-12-29,29.739999771118164,29.739999771118164,29.739999771118164,29.739999771118164,29.739999771118164,0
2025-12-30,29.670000076293945,29.670000076293945,29.670000076293945,29.670000076293945,29.670000076293945,0
2025-12-31,29.469999313354492,29.469999313354492,29.469999313354492,29.469999313354492,29.469999313354492,0
